Food Establishment Name,Food Establishment Street Address,Food Establishment City,Food Establishment Zip Code,Inspection Date,Inspection Type,Violation Code,Violation Description,Geocoded Location
THE BELLMOOR,6 CHRISTIAN ST,REHOBOTH BEACH,19971,07/27/2021,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness","6 CHRISTIAN ST
REHOBOTH BEACH, DE 19971
(38.714859, -75.082348)"
THE BELLMOOR,6 CHRISTIAN ST,REHOBOTH BEACH,19971,07/27/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","6 CHRISTIAN ST
REHOBOTH BEACH, DE 19971
(38.714859, -75.082348)"
THE BELLMOOR,6 CHRISTIAN ST,REHOBOTH BEACH,19971,07/27/2021,Routine,2-301.11,Clean condition-Hands and Arms,"6 CHRISTIAN ST
REHOBOTH BEACH, DE 19971
(38.714859, -75.082348)"
THE BELLMOOR,6 CHRISTIAN ST,REHOBOTH BEACH,19971,07/27/2021,Routine,4-302.13,"Temperature Measuring Devices, Manual and Mechanical Warewashing","6 CHRISTIAN ST
REHOBOTH BEACH, DE 19971
(38.714859, -75.082348)"
THE BELLMOOR,6 CHRISTIAN ST,REHOBOTH BEACH,19971,07/27/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","6 CHRISTIAN ST
REHOBOTH BEACH, DE 19971
(38.714859, -75.082348)"
THE BELLMOOR,6 CHRISTIAN ST,REHOBOTH BEACH,19971,07/27/2021,Routine,2-101.11,Assignment of Responsibility,"6 CHRISTIAN ST
REHOBOTH BEACH, DE 19971
(38.714859, -75.082348)"
THE BELLMOOR,6 CHRISTIAN ST,REHOBOTH BEACH,19971,09/10/2021,Follow-up,,,"6 CHRISTIAN ST
REHOBOTH BEACH, DE 19971
(38.714859, -75.082348)"
THE CATERING COMPANY,8110 CANNON RD,BRIDGEVILLE,19933,03/25/2021,Routine,,,"8110 CANNON RD
BRIDGEVILLE, DE 19933
(38.697422, -75.610213)"
THE CATERING COMPANY (MOBILE),8110 CANNON ROAD,BRIDGEVILLE,19933,04/22/2021,Routine,,,"8110 CANNON ROAD
BRIDGEVILLE, DE 19933
(38.697422, -75.610213)"
THE CRAB GYS INC,316 GRAY ST,TOWNSEND,19754,04/30/2021,Routine,,,"316 GRAY ST
TOWNSEND, DE 19754
(39.394912, -75.69448)"
THE CREAMERY AT ST. GEORGES,5 MAIN ST,ST GEORGES,19733,02/25/2021,Routine,,,"5 MAIN ST
ST GEORGES, DE 19733
(39.55468, -75.649971)"
THE DOG HOUSE RESTAURANT,1200 N DUPONT HWY,NEW CASTLE,19720,12/02/2020,Routine,,,"1200 N DUPONT HWY
NEW CASTLE, DE 19720
(39.68866, -75.582684)"
THE DOUGH BAR,331 MARINERS CIRCLE,MILTON,19968,11/15/2021,Routine,,,"331 MARINERS CIRCLE
MILTON, DE 19968
(38.761185, -75.305788)"
THE FAMILY CARRIBEAN KITCHEN,11290 TRUSSUM POND RD,LAUREL,19956,11/19/2020,Routine,,,"11290 TRUSSUM POND RD
LAUREL, DE 19956
(38.547307, -75.552469)"
THE FAMILY CARRIBEAN KITCHEN,11290 TRUSSUM POND RD,LAUREL,19956,10/29/2021,Routine,,,"11290 TRUSSUM POND RD
LAUREL, DE 19956
(38.547307, -75.552469)"
THE FROZEN FARMER,9843 SEASHORE HWY,BRIDGEVILLE,19933,07/22/2021,Routine,,,"9843 SEASHORE HWY
BRIDGEVILLE, DE 19933
(38.715679, -75.575929)"
THE FROZEN FARMER,9843 SEASHORE HWY,BRIDGEVILLE,19933,07/26/2021,Routine,,,"9843 SEASHORE HWY
BRIDGEVILLE, DE 19933
(38.715679, -75.575929)"
THE GREEN TURTLE REST.,1733 N VILLAGE BLVD,LEWES,19958,02/04/2020,Routine,,,
THE GREEN TURTLE REST.,1733 N VILLAGE BLVD,LEWES,19958,08/11/2021,Routine,3-303.11,"Ice Used as Exterior Coolant, Prohibited as Ingredient",
THE GREEN TURTLE REST.,1733 N VILLAGE BLVD,LEWES,19958,08/11/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding",
THE GREEN TURTLE REST.,1733 N VILLAGE BLVD,LEWES,19958,08/11/2021,Routine,5-202.13,"Backflow Prevention, Air Gap",
THE GREEN TURTLE REST.,1733 N VILLAGE BLVD,LEWES,19958,08/11/2021,Routine,6-301.12,Hand Drying Provision,
THE GREEN TURTLE REST.,1733 N VILLAGE BLVD,LEWES,19958,08/11/2021,Routine,6-501.111,Controlling Pests,
THE GREEN TURTLE REST.,1733 N VILLAGE BLVD,LEWES,19958,08/11/2021,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils",
THE GREEN TURTLE REST.,1733 N VILLAGE BLVD,LEWES,19958,08/11/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking",
THE GREEN TURTLE REST.,1733 N VILLAGE BLVD,LEWES,19958,08/18/2021,Follow-up,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding",
THE GREEN TURTLE REST.,1733 N VILLAGE BLVD,LEWES,19958,08/18/2021,Follow-up,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils",
THE GREEN TURTLE REST.,1733 N VILLAGE BLVD,LEWES,19958,08/18/2021,Follow-up,6-501.111,Controlling Pests,
THE GREEN TURTLE REST.,1733 N VILLAGE BLVD,LEWES,19958,08/18/2021,Follow-up,4-302.14,"Sanitizing Solutions, Testing Devices",
THE GREEN TURTLE REST.,1733 N VILLAGE BLVD,LEWES,19958,08/25/2021,Follow-up,,,
THE JUICE JOINT,323 JUSTINSON ST,WILMINGTON,19801,07/06/2020,Routine,,,"323 JUSTINSON ST
WILMINGTON, DE 19801
(39.736527, -75.55988)"
THE LIGHTHOUSE RESTURANT,124 DICKINSON ST,DEWEY  BEACH,19971,07/21/2021,Routine,,,"124 DICKINSON ST
DEWEY  BEACH, DE 19971
(38.689804, -75.075568)"
THE LITTLE FRENCH CAFÉ,64 E MAIN STREET,NEWARK,19711,06/14/2021,Routine,,,"64 E MAIN STREET
NEWARK, DE 19711
(39.683216, -75.750812)"
THE LODGE AT TRUITT HOMESTEAD,36233 FARM LN,REHOBOTH BEACH,19971,07/22/2020,Routine,,,"36233 FARM LN
REHOBOTH BEACH, DE 19971
(38.711781, -75.109072)"
THE MERCURY CAFÉ & TEA HOUSE,206 DELAWARE ST,NEW CASTLE,19720,10/18/2021,Routine,,,"206 DELAWARE ST
NEW CASTLE, DE 19720
(39.65956, -75.56368)"
THE MILL CREAMERY,129 B REHOBOTH AVE,REHOBOTH BEACH,19971,06/16/2021,Routine,,,"129 B REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.716379, -75.080037)"
THE PEACH BLOSSOM EATERY,76 E MAIN STREET,NEWARK,19711,09/10/2021,Routine,,,"76 E MAIN STREET
NEWARK, DE 19711
(39.683258, -75.750281)"
THE PEARL CENTER FOR HOMELESS VET INC,300 E 8TH ST,WILMINGTON,19801,02/03/2021,Routine,,,"300 E 8TH ST
WILMINGTON, DE 19801
(39.742088, -75.545998)"
THE PENINSULA CLUBHOUSE,32981 PENINSULA ESPLANDE,MILLSBORO,19966,02/13/2020,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","32981 PENINSULA ESPLANDE
MILLSBORO, DE 19966
(38.608074, -75.164729)"
THE PENINSULA CLUBHOUSE,32981 PENINSULA ESPLANDE,MILLSBORO,19966,02/13/2020,Routine,6-301.11,"Handwashing Cleanser, Availability","32981 PENINSULA ESPLANDE
MILLSBORO, DE 19966
(38.608074, -75.164729)"
THE PENINSULA CLUBHOUSE,32981 PENINSULA ESPLANDE,MILLSBORO,19966,02/13/2020,Routine,4-501.111,"Manual Warewashing Equipment, Hot Water Sanitization Temperatures","32981 PENINSULA ESPLANDE
MILLSBORO, DE 19966
(38.608074, -75.164729)"
THE PIG & PUBLICAN,516 SAVANNAH RD,LEWES,19958,01/24/2020,Routine,,,"516 SAVANNAH RD
LEWES, DE 19958
(38.776829, -75.136494)"
THE PINES,56 BALTIMORE AVE,REHOBOTH BEACH,19971,03/08/2021,Routine,,,"56 BALTIMORE AVE
REHOBOTH BEACH, DE 19971
(38.716947, -75.081537)"
THE POINT COFFEE HOUSE,722 REHOBOTH AVE,REHOBOTH BEACH,19971,08/16/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"722 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.714535, -75.092235)"
THE POND BAR & GRILL,S FIRST STREET,REHOBOTH BEACH,19971,01/23/2020,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils",
THE POND BAR & GRILL,S FIRST STREET,REHOBOTH BEACH,19971,01/23/2020,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding",
THE POND BAR & GRILL,S FIRST STREET,REHOBOTH BEACH,19971,01/23/2020,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding",
THE POND BAR & GRILL,S FIRST STREET,REHOBOTH BEACH,19971,01/23/2020,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking",
THE POND BAR & GRILL,S FIRST STREET,REHOBOTH BEACH,19971,01/23/2020,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,
THE POND BAR & GRILL,S FIRST STREET,REHOBOTH BEACH,19971,01/23/2020,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation",
THE POND BAR & GRILL,S FIRST STREET,REHOBOTH BEACH,19971,01/23/2020,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils",
THE POND BAR & GRILL,S FIRST STREET,REHOBOTH BEACH,19971,01/23/2020,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness",
THE POND BAR & GRILL,S FIRST STREET,REHOBOTH BEACH,19971,02/12/2020,Follow-up,5-205.11,Using a Handwashing Sink-Operation and Maintenance,
THE POND BAR & GRILL,S FIRST STREET,REHOBOTH BEACH,19971,02/12/2020,Follow-up,3-501.15,Cooling Methods,
THE POND BAR & GRILL,S FIRST STREET,REHOBOTH BEACH,19971,03/04/2020,Follow-up,,,
THE QUEEN WILLMINGTON,500 N MARKET ST,WILMINGTON,19801,10/06/2020,Routine,,,"500 N MARKET ST
WILMINGTON, DE 19801
(39.741295, -75.550694)"
THE SALTED RIM,27 ATLANTIC AVE,OCEAN VIEW,19970,01/27/2020,Routine,,,"27 ATLANTIC AVE
OCEAN VIEW, DE 19970
(38.543335, -75.085959)"
THE SALTED RIM MARGARITA BAR & GRILL,35553 ATLANTIC AVE,MILLVILLE,19970,12/15/2020,Routine,,,"35553 ATLANTIC AVE
MILLVILLE, DE 19970
(38.547483, -75.110403)"
THE SALVATION ARMY,22318 SUSSEX HIGHWAY,SEAFORD,19973,01/08/2020,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","22318 SUSSEX HIGHWAY
SEAFORD, DE 19973
(38.677512, -75.592033)"
THE SALVATION ARMY,22318 SUSSEX HIGHWAY,SEAFORD,19973,01/08/2020,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","22318 SUSSEX HIGHWAY
SEAFORD, DE 19973
(38.677512, -75.592033)"
THE SALVATION ARMY,22318 SUSSEX HIGHWAY,SEAFORD,19973,01/08/2020,Routine,4-302.14,"Sanitizing Solutions, Testing Devices","22318 SUSSEX HIGHWAY
SEAFORD, DE 19973
(38.677512, -75.592033)"
THE SALVATION ARMY,22318 SUSSEX HIGHWAY,SEAFORD,19973,02/05/2020,Follow-up,,,"22318 SUSSEX HIGHWAY
SEAFORD, DE 19973
(38.677512, -75.592033)"
THE SHANTY,11290 TRUSSUM POND RD,LAUREL,19956,02/28/2020,Routine,,,"11290 TRUSSUM POND RD
LAUREL, DE 19956
(38.547307, -75.552469)"
THE SHANTY,11290 TRUSSUM POND RD,LAUREL,19956,07/16/2021,Routine,,,"11290 TRUSSUM POND RD
LAUREL, DE 19956
(38.547307, -75.552469)"
THE SIMPLE GREEK,5604 CONCORD PIKE,WILMINGTON,19803,10/23/2020,Routine,,,
THE SIP! EATS TREATS CAFÉ,36454 SEASIDE OUTLET DR UNIT 1720,REHOBOTH BEACH,19971,10/01/2021,Routine,5-205.15,System Maintained in Good Repair,"36454 SEASIDE OUTLET DR UNIT 1720
REHOBOTH BEACH, DE 19971
(38.718173, -75.110788)"
THE SIP! EATS TREATS CAFÉ,36454 SEASIDE OUTLET DR UNIT 1720,REHOBOTH BEACH,19971,10/01/2021,Routine,5-205.15,System Maintained in Good Repair,"36454 SEASIDE OUTLET DR UNIT 1720
REHOBOTH BEACH, DE 19971
(38.718173, -75.110788)"
THE SIP! EATS TREATS CAFÉ,36454 SEASIDE OUTLET DR UNIT 1720,REHOBOTH BEACH,19971,10/01/2021,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","36454 SEASIDE OUTLET DR UNIT 1720
REHOBOTH BEACH, DE 19971
(38.718173, -75.110788)"
THE SIP! EATS TREATS CAFÉ,36454 SEASIDE OUTLET DR UNIT 1720,REHOBOTH BEACH,19971,10/01/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"36454 SEASIDE OUTLET DR UNIT 1720
REHOBOTH BEACH, DE 19971
(38.718173, -75.110788)"
THE SIP! EATS TREATS CAFÉ,36454 SEASIDE OUTLET DR UNIT 1720,REHOBOTH BEACH,19971,10/01/2021,Routine,6-301.12,Hand Drying Provision,"36454 SEASIDE OUTLET DR UNIT 1720
REHOBOTH BEACH, DE 19971
(38.718173, -75.110788)"
THE SIP! EATS TREATS CAFÉ,36454 SEASIDE OUTLET DR UNIT 1720,REHOBOTH BEACH,19971,10/01/2021,Routine,7-102.11,Common Name-Working Containers,"36454 SEASIDE OUTLET DR UNIT 1720
REHOBOTH BEACH, DE 19971
(38.718173, -75.110788)"
THE SIP! EATS TREATS CAFÉ,36454 SEASIDE OUTLET DR UNIT 1720,REHOBOTH BEACH,19971,10/01/2021,Routine,4-302.14,"Sanitizing Solutions, Testing Devices","36454 SEASIDE OUTLET DR UNIT 1720
REHOBOTH BEACH, DE 19971
(38.718173, -75.110788)"
THE SOUTHERN GRILL OF ELLENDALE,13239 S OLD STATE RD,ELLENDALE,19941,02/24/2021,Routine,5-203.11,Handwashing Sinks-Numbers and Capacities,"13239 S OLD STATE RD
ELLENDALE, DE 19941
(38.806759, -75.429102)"
THE STATION ON KING STREET,720 KING ST,LEWES,19958,03/12/2020,Routine,,,"720 KING ST
LEWES, DE 19958
(38.643557, -75.606478)"
THE STATION ON KINGS COMMISSARY,720 KINGS HWY,LEWES,19958,09/15/2021,Routine,,,"720 KINGS HWY
LEWES, DE 19958
(38.765079, -75.143567)"
THE SURFING CRAB,16723 COASTAL HWY,LEWES,19958,06/17/2021,Routine,,,"16723 COASTAL HWY
LEWES, DE 19958
(38.756888, -75.196405)"
THE SWEET SHOPPE,38430 RESORT RV CIRCLE,OCEAN VIEW,19970,06/18/2020,Routine,,,"38430 RESORT RV CIRCLE
OCEAN VIEW, DE 19970
(38.560996, -75.082731)"
THE TIPSY FLAMINGO,19749 PRINCESS ST,REHOBOTH BEACH,19971,06/11/2021,Routine,,,"19749 PRINCESS ST
REHOBOTH BEACH, DE 19971
(38.716146, -75.120985)"
"THEO'S STEAKS, SIDES & SPIRITS",44 BALTIMORE AVE,REHOBOTH BEACH,19971,01/30/2020,Routine,,,"44 BALTIMORE AVE
REHOBOTH BEACH, DE 19971
(38.717082, -75.080504)"
THOMPSON ISLAND BREWING CO,30133 VETERANS WAY,REHOBOTH BEACH,19971,11/16/2021,Routine,,,
THRASHER'S FRENCH FRIES - S,103 SOUTH BOARDWALK,REHOBOTH BEACH,19971,07/21/2021,Routine,,,"103 SOUTH BOARDWALK
REHOBOTH BEACH, DE 19971
(38.715417, -75.075919)"
THRASHER'S FRIES,26 REHOBOTH AVE,REHOBOTH BEACH,19971,04/19/2021,Routine,,,"26 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.716446, -75.077004)"
THREE BLONDE BAKERS,108 GARFIELD PARKWAY,BETHANY BEACH,19930,03/26/2021,Routine,6-301.11,"Handwashing Cleanser, Availability","108 GARFIELD PARKWAY
BETHANY BEACH, DE 19930
(38.538306, -75.056043)"
THREE BLONDE BAKERS,108 GARFIELD PARKWAY,BETHANY BEACH,19930,03/26/2021,Routine,6-301.12,Hand Drying Provision,"108 GARFIELD PARKWAY
BETHANY BEACH, DE 19930
(38.538306, -75.056043)"
THREE BLONDE BAKERS,108 GARFIELD PARKWAY,BETHANY BEACH,19930,03/26/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"108 GARFIELD PARKWAY
BETHANY BEACH, DE 19930
(38.538306, -75.056043)"
THRONSON CAFÉ BY KAFFEINA,2301 KENTIMERE PARKWAY,WILMINGTON,19806,09/28/2021,Routine,,,"2301 KENTIMERE PARKWAY
WILMINGTON, DE 19806
(39.764945, -75.565088)"
TIKI GROCERY,210 W 7TH STREET,WILMINGTON,19801,08/10/2021,Routine,,,"210 W 7TH STREET
WILMINGTON, DE 19801
(39.743434, -75.551708)"
TITANIC PIZZERIA LLC,16388 SAMUEL PAYNTER BLVD #4,MILTON,19968,01/09/2020,Routine,,,"16388 SAMUEL PAYNTER BLVD #4
MILTON, DE 19968
(38.76448, -75.216782)"
TITANIC PIZZERIA LLC,16388 SAMUEL PAYNTER BLVD #4,MILTON,19968,02/11/2020,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness","16388 SAMUEL PAYNTER BLVD #4
MILTON, DE 19968
(38.76448, -75.216782)"
TITANIC PIZZERIA LLC,16388 SAMUEL PAYNTER BLVD #4,MILTON,19968,02/11/2020,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"16388 SAMUEL PAYNTER BLVD #4
MILTON, DE 19968
(38.76448, -75.216782)"
TITANIC PIZZERIA LLC,16388 SAMUEL PAYNTER BLVD #4,MILTON,19968,02/11/2020,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","16388 SAMUEL PAYNTER BLVD #4
MILTON, DE 19968
(38.76448, -75.216782)"
TITANIC PIZZERIA LLC,16388 SAMUEL PAYNTER BLVD #4,MILTON,19968,02/11/2020,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","16388 SAMUEL PAYNTER BLVD #4
MILTON, DE 19968
(38.76448, -75.216782)"
TITANIC PIZZERIA LLC,16388 SAMUEL PAYNTER BLVD #4,MILTON,19968,02/11/2020,Routine,4-602.11,Equipment Food-Contact Surfaces and Utensils-Frequency,"16388 SAMUEL PAYNTER BLVD #4
MILTON, DE 19968
(38.76448, -75.216782)"
TITANIC PIZZERIA LLC,16388 SAMUEL PAYNTER BLVD #4,MILTON,19968,02/11/2020,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","16388 SAMUEL PAYNTER BLVD #4
MILTON, DE 19968
(38.76448, -75.216782)"
TITANIC PIZZERIA LLC,16388 SAMUEL PAYNTER BLVD #4,MILTON,19968,02/11/2020,Routine,2-101.11,Assignment of Responsibility,"16388 SAMUEL PAYNTER BLVD #4
MILTON, DE 19968
(38.76448, -75.216782)"
TITANIC PIZZERIA LLC,16388 SAMUEL PAYNTER BLVD #4,MILTON,19968,02/25/2020,Follow-up,,,"16388 SAMUEL PAYNTER BLVD #4
MILTON, DE 19968
(38.76448, -75.216782)"
TOBA GOURMET LLC,106 SANDHILL DR,MIDDLETOWN,19709,03/17/2020,Routine,,,"106 SANDHILL DR
MIDDLETOWN, DE 19709
(39.451724, -75.72729)"
TOKYO STEAKHOUSE,17906 COASTAL HWY,LEWES,19958,08/31/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"17906 COASTAL HWY
LEWES, DE 19958
(38.747938, -75.159916)"
TONY'S PIZZA ITALIAN RESTAURANT,613 S MAIN ST,BRIDGEVILLE,19933,01/27/2021,Routine,3-501.14,Cooling,"613 S MAIN ST
BRIDGEVILLE, DE 19933
(38.735328, -75.595884)"
TONY'S PIZZA ITALIAN RESTAURANT,613 S MAIN ST,BRIDGEVILLE,19933,01/27/2021,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","613 S MAIN ST
BRIDGEVILLE, DE 19933
(38.735328, -75.595884)"
TOPSAIL STEAMERS,98 GARFIELD PARKWAY UNIT 9,BETHANY BEACH,19930,07/30/2021,Routine,,,"98 GARFIELD PARKWAY UNIT 9
BETHANY BEACH, DE 19930
(38.538382, -75.054794)"
TOPSAIL STEAMERS,98 GARFIELD PARKWAY UNIT 9,BETHANY BEACH,19930,09/29/2021,Routine,,,"98 GARFIELD PARKWAY UNIT 9
BETHANY BEACH, DE 19930
(38.538382, -75.054794)"
TRACIAN'S EATERY,17 FRONT ST,FREDERICA,19946,12/10/2020,Routine,,,"17 FRONT ST
FREDERICA, DE 19946
(39.049462, -75.459546)"
TRACIAN'S EATERY,17 FRONT ST,FREDERICA,19946,11/29/2021,Routine,,,"17 FRONT ST
FREDERICA, DE 19946
(39.049462, -75.459546)"
TROPICAL ISLAND NATURAL JUICE & SMOOTIES LLC,4737 CONCORD PIKE,WILMINGTON,19803,09/30/2020,Routine,,,
TROPICAL SMOOTHIE CAFÉ,250 E MAIN STREET UNIT 622,NEWARK,19711,06/04/2020,Routine,,,"250 E MAIN STREET UNIT 622
NEWARK, DE 19711
(39.683857, -75.742746)"
TROPICAL SMOOTHIE CAFÉ,3216 KIRKWOOD HWY- SUITE 8,WILMINGTON,19808,06/02/2021,Routine,,,"3216 KIRKWOOD HWY- SUITE 8
WILMINGTON, DE 19808
(39.737126, -75.625591)"
TROPICAL SMOOTHIE CAFÉ,3252 FASHION CENTER BOULEVARD,NEWARK,19702,03/09/2020,Routine,,,"3252 FASHION CENTER BOULEVARD
NEWARK, DE 19702
(39.671558, -75.648478)"
TROPICAL TREATS,97 GARFIELD PKWY #7,BETHANY BEACH,19930,06/09/2021,Routine,,,"97 GARFIELD PKWY #7
BETHANY BEACH, DE 19930
(38.538508, -75.054792)"
TS SMITH ORCHARD POINT MKT,9045 REDDEN RD,BRIDGEVILLE,19933,09/03/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"9045 REDDEN RD
BRIDGEVILLE, DE 19933
(38.749103, -75.592842)"
TS SMITH ORCHARD POINT MKT,9045 REDDEN RD,BRIDGEVILLE,19933,09/03/2021,Routine,6-301.11,"Handwashing Cleanser, Availability","9045 REDDEN RD
BRIDGEVILLE, DE 19933
(38.749103, -75.592842)"
TUNG HSING HOUSE INC,505 E BASIN RD,NEW CASTLE,19720,07/29/2020,Routine,,,"505 E BASIN RD
NEW CASTLE, DE 19720
(39.674332, -75.586248)"
TURBO MEXICO,16 VIRGINIA AVE,CLAYMONT,19703,01/07/2021,Routine,,,"16 VIRGINIA AVE
CLAYMONT, DE 19703
(39.81432, -75.442843)"
TURTLE BEACH CAFÉ,98 GARFIELD PKY,BETHANY BEACH,19945,04/26/2021,Routine,6-301.11,"Handwashing Cleanser, Availability","98 GARFIELD PKY
BETHANY BEACH, DE 19945
(38.538382, -75.054794)"
TURTLE BEACH CAFÉ,98 GARFIELD PKY,BETHANY BEACH,19945,04/26/2021,Routine,6-301.12,Hand Drying Provision,"98 GARFIELD PKY
BETHANY BEACH, DE 19945
(38.538382, -75.054794)"
TWIST'S TOMATO,4569 NEW LINDEN HILL RD,WILMINGTON,19808,02/20/2020,Routine,,,"4569 NEW LINDEN HILL RD
WILMINGTON, DE 19808
(39.734974, -75.690101)"
TWO CLAWS,3226 A KIRKWOOD HWY,WILMINGTON,19808,06/24/2021,Routine,,,"3226 A KIRKWOOD HWY
WILMINGTON, DE 19808
(39.73712, -75.625634)"
TWO MEATBALLS DELI,"36932 SILICATO DR, SUITE 8",MILLSBORO,19966,09/17/2021,Routine,5-205.15,System Maintained in Good Repair,"36932 SILICATO DR, SUITE 8
MILLSBORO, DE 19966
(38.635249, -75.195916)"
TWO MEATBALLS DELI,"36932 SILICATO DR, SUITE 8",MILLSBORO,19966,09/17/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","36932 SILICATO DR, SUITE 8
MILLSBORO, DE 19966
(38.635249, -75.195916)"
TWO MEATBALLS DELI,"36932 SILICATO DR, SUITE 8",MILLSBORO,19966,09/17/2021,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","36932 SILICATO DR, SUITE 8
MILLSBORO, DE 19966
(38.635249, -75.195916)"
TWO MEATBALLS DELI,"36932 SILICATO DR, SUITE 8",MILLSBORO,19966,09/24/2021,Follow-up,,,"36932 SILICATO DR, SUITE 8
MILLSBORO, DE 19966
(38.635249, -75.195916)"
TWO STONES PUB,1203 CHRISTIANA RD,NEWARK,19713,01/03/2020,Routine,,,"1203 CHRISTIANA RD
NEWARK, DE 19713
(39.675234, -75.679899)"
UDAIRY CREAMERY CAFÉ,83 E MAIN ST,NEWARK,19717,06/22/2021,Routine,,,"83 E MAIN ST
NEWARK, DE 19717
(39.683275, -75.750079)"
UNCLE WILLIE'S,1105 HWY ONE,LEWES,19958,01/07/2020,Routine,,,
UNION UMC,2 N LAWS ST,BRIDGEVILLE,19933,02/05/2020,Routine,,,"2 N LAWS ST
BRIDGEVILLE, DE 19933
(38.743765, -75.603166)"
UNION UMC,2 N LAWS ST,BRIDGEVILLE,19933,01/10/2022,Routine,,,"2 N LAWS ST
BRIDGEVILLE, DE 19933
(38.743765, -75.603166)"
UNIQUE CHINESE RESTAURANT,1401 PHILADELPHIA PIKE,WILMINGTON,19809,06/08/2021,Routine,,,"1401 PHILADELPHIA PIKE
WILMINGTON, DE 19809
(39.782812, -75.481226)"
UNIVERSITY AND WHIST CLUB OF WILMINGTON,805 N BROOM ST,WILMINGTON,19806,06/30/2021,Routine,,,"805 N BROOM ST
WILMINGTON, DE 19806
(39.750288, -75.563061)"
URBAN AIR ADVENTURE PARK,531 W MAIN STREET,CHRISTIANA,19702,12/10/2020,Routine,,,"531 W MAIN STREET
CHRISTIANA, DE 19702
(39.672251, -75.664578)"
US 13 DRAGWAY  (DRAG I),ROUTE 13,DELMAR,19940,05/19/2021,Routine,,,
US 13 DRAGWAY  (DRAG II),ROUTE 13,DELMAR,19940,05/19/2021,Routine,,,
US 13 DRAGWAY  (OVAL I),ROUTE 13,DELMAR,19940,05/19/2021,Routine,,,
US 13 DRAGWAY  (OVAL II),ROUTE 13,DELMAR,19940,05/19/2021,Routine,,,
VANDERWENDE CREAMERY,8374 HICKMAN RD,GREENWOOD,19950,05/26/2021,Routine,,,"8374 HICKMAN RD
GREENWOOD, DE 19950
(38.807814, -75.60472)"
VANDERWENDE FARM CREAMERY,4003 SEASHORE HWY,BRIDGEVILLE,19933,05/26/2021,Routine,,,"4003 SEASHORE HWY
BRIDGEVILLE, DE 19933
(38.787397, -75.682995)"
VANDERWENDE FARM CREAMERY LLC,4003 SEASHORE HWY,BRIDGEVILLE,19933,05/26/2021,Routine,,,"4003 SEASHORE HWY
BRIDGEVILLE, DE 19933
(38.787397, -75.682995)"
